Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,date,quarter,month_sin,month_cos,price_per_kwh,range_per_kwh,deliveries_lag_1,deliveries_lag_3,price_lag_1,deliveries_roll_3,price_roll_3
2017,1,North America,Model X,12900,14332,59999.52,60,352,681.12,Interpolated (Month),12227,2017-01-01,1,0.49999999999999994,0.8660254037844387,999.992,5.866666666666666,12787.0,9922.0,107869.52,10258.666666666666,84640.42333333335
2017,1,Europe,Model S,6472,6810,57769.87,100,590,572.77,Estimated (Region),14372,2017-01-01,1,0.49999999999999994,0.8660254037844387,577.6987,5.9,10571.0,16842.0,71163.33,11154.666666666666,73463.44666666667
2017,1,Middle East,Model Y,8095,9052,112431.05,100,571,693.34,Estimated (Region),13919,2017-01-01,1,0.49999999999999994,0.8660254037844387,1124.3105,5.71,12374.0,8723.0,114846.78,10330.333333333334,95293.69
2017,1,North America,Cybertruck,9893,10008,78528.01,120,684,1015.02,Official (Quarter),3792,2017-01-01,1,0.49999999999999994,0.8660254037844387,654.4000833333333,5.7,5224.0,13801.0,87919.34,9393.333333333334,68620.99666666666
2017,1,Asia,Model X,10838,11231,99976.68,120,709,1152.62,Official (Quarter),12647,2017-01-01,1,0.49999999999999994,0.8660254037844387,833.1389999999999,5.908333333333333,11076.0,10492.0,111396.34,12379.0,102288.10666666667
2017,1,Middle East,Model S,2923,3251,72231.08,120,660,289.38,Estimated (Region),9133,2017-01-01,1,0.49999999999999994,0.8660254037844387,601.9256666666666,5.5,15047.0,7230.0,84462.78,12261.0,76107.34333333332
2017,1,Middle East,Model 3,8688,9781,50267.39,75,421,548.65,Estimated (Region),11890,2017-01-01,1,0.49999999999999994,0.8660254037844387,670.2318666666666,5.613333333333333,9780.0,8763.0,103516.95,11261.333333333334,82860.06333333334
2017,1,Europe,Cybertruck,6240,6540,83350.59,120,673,629.93,Interpolated (Month),10685,2017-01-01,1,0.49999999999999994,0.8660254037844387,694.58825,5.608333333333333,8855.0,14004.0,64091.85,11097.666666666666,69762.74333333333
2017,2,Europe,Cybertruck,14501,16437,70118.67,60,341,741.73,Interpolated (Month),3697,2017-02-01,1,0.8660254037844386,0.5000000000000001,1168.6444999999999,5.683333333333334,6240.0,10434.0,83350.59,8509.666666666666,66834.72666666667
2017,2,Middle East,Model X,16196,17766,118193.61,120,710,1724.87,Official (Quarter),3283,2017-02-01,1,0.8660254037844386,0.5000000000000001,984.94675,5.916666666666667,10620.0,15582.0,57132.47,12448.0,69061.83666666666
2017,2,Asia,Model S,10163,10570,108483.62,82,451,687.53,Official (Quarter),7549,2017-02-01,1,0.8660254037844386,0.5000000000000001,1322.9709756097561,5.5,10239.0,15062.0,95347.22,15292.666666666666,107340.51666666666
2017,2,North America,Model 3,9462,10474,96646.98,60,358,508.11,Interpolated (Month),12132,2017-02-01,1,0.8660254037844386,0.5000000000000001,1610.783,5.966666666666667,4481.0,3663.0,119847.46,5554.333333333333,116569.17333333334
2017,2,Asia,Model X,249,268,91659.22,75,412,15.39,Official (Quarter),8569,2017-02-01,1,0.8660254037844386,0.5000000000000001,1222.1229333333333,5.493333333333333,10838.0,15569.0,99976.68,12494.333333333334,107134.12666666666
2017,2,Asia,Model 3,5991,6294,51352.93,75,417,374.74,Estimated (Region),7963,2017-02-01,1,0.8660254037844386,0.5000000000000001,684.7057333333333,5.56,11109.0,6535.0,81454.48,7210.666666666667,87209.66666666667
2017,2,North America,Cybertruck,4224,4356,75809.5,60,341,216.06,Interpolated (Month),3628,2017-02-01,1,0.8660254037844386,0.5000000000000001,1263.4916666666666,5.683333333333334,9893.0,9155.0,78528.01,8090.666666666667,73805.96333333333
2017,2,Middle East,Model 3,10407,10950,76021.75,82,451,704.03,Official (Quarter),6597,2017-02-01,1,0.8660254037844386,0.5000000000000001,927.094512195122,5.5,8688.0,15241.0,50267.39,11236.333333333334,69601.39
2017,2,Europe,Model X,5444,5940,70671.1,82,456,372.37,Official (Quarter),10819,2017-02-01,1,0.8660254037844386,0.5000000000000001,861.8426829268293,5.560975609756097,10853.0,10075.0,55103.13,9679.666666666666,57761.996666666666
2017,2,North America,Model X,10354,10816,57375.54,82,483,750.15,Interpolated (Month),10729,2017-02-01,1,0.8660254037844386,0.5000000000000001,699.7017073170732,5.890243902439025,12900.0,8067.0,59999.52,11251.333333333334,74011.92333333334
2017,2,Middle East,Model Y,10693,11944,82059.7,75,427,684.89,Official (Quarter),6634,2017-02-01,1,0.8660254037844386,0.5000000000000001,1094.1293333333333,5.693333333333333,8095.0,9894.0,112431.05,10121.0,95705.51333333332
2017,2,Middle East,Model S,12872,14359,106500.89,82,455,878.51,Estimated (Region),6186,2017-02-01,1,0.8660254037844386,0.5000000000000001,1298.7913414634147,5.548780487804878,2923.0,14506.0,72231.08,10825.333333333334,76968.42666666667
2017,2,Europe,Model 3,12488,13372,111610.97,75,420,786.74,Official (Quarter),11133,2017-02-01,1,0.8660254037844386,0.5000000000000001,1488.1462666666666,5.6,2425.0,9605.0,85043.7,7119.0,105541.00333333334
2017,2,Europe,Model S,815,908,79155.31,120,709,86.68,Estimated (Region),13204,2017-02-01,1,0.8660254037844386,0.5000000000000001,659.6275833333333,5.908333333333333,6472.0,6051.0,57769.87,7698.0,75244.43
2017,2,Europe,Model Y,6521,7151,77659.16,100,585,572.22,Official (Quarter),5390,2017-02-01,1,0.8660254037844386,0.5000000000000001,776.5916000000001,5.85,6923.0,5425.0,115045.96,4156.333333333333,102070.13
2017,2,Middle East,Cybertruck,10975,11083,65976.48,120,674,1109.57,Interpolated (Month),8808,2017-02-01,1,0.8660254037844386,0.5000000000000001,549.804,5.616666666666666,13497.0,11120.0,117485.49,8792.666666666666,111852.06666666667
2017,2,Asia,Model Y,9235,10569,86332.26,100,583,807.6,Interpolated (Month),6742,2017-02-01,1,0.8660254037844386,0.5000000000000001,863.3226,5.83,8033.0,8999.0,86411.89,8553.0,98611.64
2017,2,North America,Model S,244,267,99270.0,75,412,15.08,Interpolated (Month),5003,2017-02-01,1,0.8660254037844386,0.5000000000000001,1323.6,5.493333333333333,6113.0,2787.0,69513.19,6182.0,73710.04333333333
2017,2,North America,Model Y,10789,10866,75203.53,75,448,725.02,Official (Quarter),9004,2017-02-01,1,0.8660254037844386,0.5000000000000001,1002.7137333333333,5.973333333333334,12064.0,10587.0,103628.12,10438.333333333334,85920.19
2017,2,Asia,Cybertruck,12861,13866,118320.97,75,417,804.46,Interpolated (Month),3203,2017-02-01,1,0.8660254037844386,0.5000000000000001,1577.6129333333333,5.56,9897.0,14130.0,59367.99,8978.0,61757.94
2017,3,Europe,Model S,5939,6357,112309.88,75,439,391.08,Official (Quarter),3746,2017-03-01,1,1.0,6.123233995736766e-17,1497.4650666666666,5.8533333333333335,815.0,10571.0,79155.31,5952.666666666667,69362.83666666667
2017,3,Europe,Cybertruck,15491,16526,64642.98,100,552,1282.65,Interpolated (Month),13123,2017-03-01,1,1.0,6.123233995736766e-17,646.4298,5.52,14501.0,8855.0,70118.67,9865.333333333334,72520.37
2017,3,Middle East,Model 3,15936,17128,50847.22,100,550,1314.72,Estimated (Region),7284,2017-03-01,1,1.0,6.123233995736766e-17,508.4722,5.5,10407.0,9780.0,76021.75,9625.0,76602.03000000001
2017,3,North America,Model X,4959,5104,59856.21,82,476,354.07,Interpolated (Month),12375,2017-03-01,1,1.0,6.123233995736766e-17,729.9537804878049,5.804878048780488,10354.0,12787.0,57375.54,12013.666666666666,75081.52666666667
2017,3,Europe,Model 3,6659,6793,117055.39,60,345,344.6,Estimated (Region),5902,2017-03-01,1,1.0,6.123233995736766e-17,1950.9231666666667,5.75,12488.0,9327.0,111610.97,8080.0,104767.96333333333
2017,3,Middle East,Model S,10076,10449,94843.06,75,437,660.48,Estimated (Region),4952,2017-03-01,1,1.0,6.123233995736766e-17,1264.5741333333333,5.826666666666667,12872.0,15047.0,106500.89,10280.666666666666,87731.58333333333
2017,3,Middle East,Cybertruck,8191,8781,96370.38,82,455,559.04,Official (Quarter),6466,2017-03-01,1,1.0,6.123233995736766e-17,1175.2485365853659,5.548780487804878,10975.0,1761.0,65976.48,8744.333333333334,94683.82
2017,3,Europe,Model X,18358,19736,97573.42,120,664,1828.46,Official (Quarter),6296,2017-03-01,1,1.0,6.123233995736766e-17,813.1118333333333,5.533333333333333,5444.0,8111.0,70671.1,8136.0,61839.333333333336
2017,3,Europe,Model Y,9278,10038,80297.12,60,331,460.65,Interpolated (Month),4988,2017-03-01,1,1.0,6.123233995736766e-17,1338.2853333333333,5.516666666666667,6521.0,121.0,77659.16,4521.666666666667,101442.38333333335
2017,3,Asia,Model Y,4547,5087,113552.92,75,447,304.88,Official (Quarter),14521,2017-03-01,1,1.0,6.123233995736766e-17,1514.0389333333333,5.96,9235.0,8627.0,86332.26,8631.666666666666,97137.75666666667
2017,3,North America,Model S,9296,9376,117045.29,75,447,623.3,Official (Quarter),12422,2017-03-01,1,1.0,6.123233995736766e-17,1560.6038666666666,5.96,244.0,9646.0,99270.0,5334.333333333333,73472.61333333333
2017,3,Asia,Model X,18097,18295,93564.03,82,491,1332.84,Estimated (Region),5281,2017-03-01,1,1.0,6.123233995736766e-17,1141.024756097561,5.987804878048781,249.0,11076.0,91659.22,7387.666666666667,101010.74666666666
2017,3,Asia,Cybertruck,11703,13032,61317.0,60,344,603.87,Interpolated (Month),11619,2017-03-01,1,1.0,6.123233995736766e-17,1021.95,5.733333333333333,12861.0,2907.0,118320.97,8555.0,80638.19333333334
2017,3,Middle East,Model Y,13529,15008,56677.95,82,468,949.74,Official (Quarter),3350,2017-03-01,1,1.0,6.123233995736766e-17,691.1945121951219,5.7073170731707314,10693.0,12374.0,82059.7,10387.333333333334,103112.51000000001
2017,3,Middle East,Model X,11422,13008,66007.37,82,477,817.24,Estimated (Region),5664,2017-03-01,1,1.0,6.123233995736766e-17,804.9679268292682,5.817073170731708,16196.0,11142.0,118193.61,12652.666666666666,77658.19
2017,3,North America,Model 3,16645,19120,88113.76,82,490,1223.41,Interpolated (Month),3907,2017-03-01,1,1.0,6.123233995736766e-17,1074.5580487804878,5.975609756097561,9462.0,8519.0,96646.98,7487.333333333333,109833.42
2017,3,Asia,Model 3,12354,13672,118680.06,75,433,802.39,Official (Quarter),6114,2017-03-01,1,1.0,6.123233995736766e-17,1582.4008,5.773333333333333,5991.0,3988.0,51352.93,7029.333333333333,81235.08333333334
2017,3,Asia,Model S,8283,9476,63784.8,120,717,890.84,Official (Quarter),14937,2017-03-01,1,1.0,6.123233995736766e-17,531.5400000000001,5.975,10163.0,20577.0,108483.62,13659.666666666666,107104.28666666667
2017,3,North America,Cybertruck,16322,16958,74163.45,82,488,1194.77,Estimated (Region),6486,2017-03-01,1,1.0,6.123233995736766e-17,904.4323170731707,5.951219512195122,4224.0,5224.0,75809.5,6447.0,80752.28333333333
2017,3,North America,Model Y,7534,8187,60287.39,100,590,666.76,Official (Quarter),10631,2017-03-01,1,1.0,6.123233995736766e-17,602.8739,5.9,10789.0,8664.0,75203.53,10505.666666666666,85365.12666666666
2017,4,Europe,Cybertruck,16044,16841,109852.11,60,336,808.62,Official (Quarter),3853,2017-04-01,2,0.8660254037844387,-0.4999999999999998,1830.8685,5.6,15491.0,6240.0,64642.98,12077.333333333334,72704.08
2017,4,Middle East,Model 3,3096,3247,99883.49,75,443,205.73,Estimated (Region),5179,2017-04-01,2,0.8660254037844387,-0.4999999999999998,1331.7798666666667,5.906666666666666,15936.0,8688.0,50847.22,11677.0,59045.45333333334
2017,4,Middle East,Model Y,7609,8283,96271.0,75,415,473.66,Estimated (Region),9533,2017-04-01,2,0.8660254037844387,-0.4999999999999998,1283.6133333333332,5.533333333333333,13529.0,8095.0,56677.95,10772.333333333334,83722.90000000001
2017,4,Asia,Model S,416,466,108507.81,75,424,26.46,Official (Quarter),11323,2017-04-01,2,0.8660254037844387,-0.4999999999999998,1446.7708,5.653333333333333,8283.0,10239.0,63784.8,9561.666666666666,89205.21333333333
2017,4,Middle East,Cybertruck,15689,17358,61712.49,75,441,1037.83,Interpolated (Month),10005,2017-04-01,2,0.8660254037844387,-0.4999999999999998,822.8331999999999,5.88,8191.0,13497.0,96370.38,10887.666666666666,93277.45000000001
2017,4,North America,Model Y,14030,15411,66827.92,82,458,963.86,Interpolated (Month),14018,2017-04-01,2,0.8660254037844387,-0.4999999999999998,814.9746341463415,5.585365853658536,7534.0,12064.0,60287.39,10129.0,79706.34666666668
2017,4,Asia,Model X,2885,3069,52629.98,120,667,288.64,Estimated (Region),12186,2017-04-01,2,0.8660254037844387,-0.4999999999999998,438.58316666666667,5.558333333333334,18097.0,10838.0,93564.03,9728.0,95066.64333333333
2017,4,North America,Cybertruck,10057,10390,52725.1,120,662,998.66,Estimated (Region),5102,2017-04-01,2,0.8660254037844387,-0.4999999999999998,439.37583333333333,5.516666666666667,16322.0,9893.0,74163.45,10146.333333333334,76166.98666666666
2017,4,North America,Model X,2533,2832,67570.1,100,578,219.61,Estimated (Region),7302,2017-04-01,2,0.8660254037844387,-0.4999999999999998,675.701,5.78,4959.0,12900.0,59856.21,9404.333333333334,59077.090000000004
2017,4,Asia,Model 3,10795,12043,95825.55,82,457,740.0,Estimated (Region),13510,2017-04-01,2,0.8660254037844387,-0.4999999999999998,1168.604268292683,5.573170731707317,12354.0,11109.0,118680.06,9818.0,83829.15666666668
2017,4,North America,Model 3,9275,9821,102798.55,82,488,678.93,Estimated (Region),14411,2017-04-01,2,0.8660254037844387,-0.4999999999999998,1253.6408536585366,5.951219512195122,16645.0,4481.0,88113.76,10196.0,101536.06666666667
2017,4,Europe,Model S,6184,6988,69773.51,100,597,553.78,Official (Quarter),9979,2017-04-01,2,0.8660254037844387,-0.4999999999999998,697.7351,5.97,5939.0,6472.0,112309.88,4408.666666666667,83078.35333333333
2017,4,Europe,Model Y,9489,10197,64327.61,60,347,493.9,Estimated (Region),5233,2017-04-01,2,0.8660254037844387,-0.4999999999999998,1072.1268333333333,5.783333333333333,9278.0,6923.0,80297.12,7574.0,91000.74666666666
2017,4,Asia,Cybertruck,5651,5846,50103.17,75,439,372.12,Interpolated (Month),14602,2017-04-01,2,0.8660254037844387,-0.4999999999999998,668.0422666666666,5.8533333333333335,11703.0,9897.0,61317.0,11487.0,79668.65333333334
2017,4,Europe,Model X,3743,4244,116251.96,82,487,273.43,Estimated (Region),8033,2017-04-01,2,0.8660254037844387,-0.4999999999999998,1417.7068292682927,5.939024390243903,18358.0,10853.0,97573.42,11551.666666666666,74449.21666666667
2017,4,North America,Model S,12976,14909,53143.79,60,352,685.13,Estimated (Region),7460,2017-04-01,2,0.8660254037844387,-0.4999999999999998,885.7298333333333,5.866666666666666,9296.0,6113.0,117045.29,5217.666666666667,95276.15999999999
2017,4,Middle East,Model S,5656,5846,96413.3,120,704,597.27,Estimated (Region),13181,2017-04-01,2,0.8660254037844387,-0.4999999999999998,803.4441666666667,5.866666666666666,10076.0,2923.0,94843.06,8623.666666666666,91191.67666666668
2017,4,Europe,Model 3,17905,19292,103114.34,120,676,1815.57,Official (Quarter),7236,2017-04-01,2,0.8660254037844387,-0.4999999999999998,859.2861666666666,5.633333333333334,6659.0,2425.0,117055.39,7190.666666666667,104570.02
2017,4,Asia,Model Y,11278,11278,79159.61,100,576,974.42,Official (Quarter),3655,2017-04-01,2,0.8660254037844387,-0.4999999999999998,791.5961,5.76,4547.0,8033.0,113552.92,7271.666666666667,95432.35666666667
2017,4,Middle East,Model X,7289,7694,113135.81,82,484,529.18,Interpolated (Month),14818,2017-04-01,2,0.8660254037844387,-0.4999999999999998,1379.705,5.902439024390244,11422.0,10620.0,66007.37,12746.0,80444.48333333334
2017,5,North America,Model X,12138,13438,82320.13,100,596,1085.14,Estimated (Region),11335,2017-05-01,2,0.49999999999999994,-0.8660254037844387,823.2013000000001,5.96,2533.0,10354.0,67570.1,5948.666666666667,61600.616666666676
2017,5,North America,Model Y,13550,15031,110318.36,120,676,1373.97,Estimated (Region),12684,2017-05-01,2,0.49999999999999994,-0.8660254037844387,919.3196666666666,5.633333333333334,14030.0,10789.0,66827.92,10784.333333333334,67439.61333333334
2017,5,Europe,Model X,8451,9514,50799.26,82,479,607.2,Interpolated (Month),14643,2017-05-01,2,0.49999999999999994,-0.8660254037844387,619.5031707317073,5.841463414634147,3743.0,5444.0,116251.96,9181.666666666666,94832.15999999999
2017,5,North America,Model 3,3987,4294,85622.34,120,682,407.87,Official (Quarter),14195,2017-05-01,2,0.49999999999999994,-0.8660254037844387,713.5195,5.683333333333334,9275.0,9462.0,102798.55,11794.0,95853.09666666666
2017,5,Middle East,Model S,11634,12912,78316.92,60,332,579.37,Official (Quarter),12405,2017-05-01,2,0.49999999999999994,-0.8660254037844387,1305.282,5.533333333333333,5656.0,12872.0,96413.3,9534.666666666666,99252.41666666667
2017,5,Europe,Model S,5599,6209,89345.1,82,489,410.69,Estimated (Region),8955,2017-05-01,2,0.49999999999999994,-0.8660254037844387,1089.5743902439026,5.963414634146342,6184.0,815.0,69773.51,4312.666666666667,87079.56666666667
2017,5,Europe,Cybertruck,8571,8637,85335.69,75,439,564.4,Interpolated (Month),13351,2017-05-01,2,0.49999999999999994,-0.8660254037844387,1137.8092,5.8533333333333335,16044.0,14501.0,109852.11,15345.333333333334,81537.92
2017,5,Middle East,Model Y,8560,9524,57096.1,100,563,722.89,Estimated (Region),6315,2017-05-01,2,0.49999999999999994,-0.8660254037844387,570.961,5.63,7609.0,10693.0,96271.0,10610.333333333334,78336.21666666667
2017,5,Europe,Model Y,3928,4343,107198.97,75,432,254.53,Estimated (Region),14604,2017-05-01,2,0.49999999999999994,-0.8660254037844387,1429.3196,5.76,9489.0,6521.0,64327.61,8429.333333333334,74094.62999999999
2017,5,Asia,Cybertruck,2895,3028,74707.1,60,348,151.12,Official (Quarter),7008,2017-05-01,2,0.49999999999999994,-0.8660254037844387,1245.1183333333333,5.8,5651.0,12861.0,50103.17,10071.666666666666,76580.38
2017,5,Asia,Model S,11968,12960,77758.76,82,456,818.61,Estimated (Region),13383,2017-05-01,2,0.49999999999999994,-0.8660254037844387,948.2775609756097,5.560975609756097,416.0,10163.0,108507.81,6287.333333333333,93592.07666666666
2017,5,Middle East,Model X,3170,3619,94921.41,82,478,227.29,Official (Quarter),10587,2017-05-01,2,0.49999999999999994,-0.8660254037844387,1157.5781707317074,5.829268292682927,7289.0,16196.0,113135.81,11635.666666666666,99112.26333333335
2017,5,Middle East,Model 3,7856,8663,73271.93,120,663,781.28,Estimated (Region),7487,2017-05-01,2,0.49999999999999994,-0.8660254037844387,610.5994166666666,5.525,3096.0,10407.0,99883.49,9813.0,75584.15333333334
2017,5,Europe,Model 3,5633,6297,101411.08,120,683,577.1,Estimated (Region),3302,2017-05-01,2,0.49999999999999994,-0.8660254037844387,845.0923333333334,5.691666666666666,17905.0,12488.0,103114.34,12350.666666666666,110593.56666666665
2017,5,North America,Model S,12601,13161,100009.69,82,482,911.05,Official (Quarter),4230,2017-05-01,2,0.49999999999999994,-0.8660254037844387,1219.6303658536585,5.878048780487805,12976.0,244.0,53143.79,7505.333333333333,89819.69333333334
2017,5,North America,Cybertruck,7766,8156,118496.78,60,355,413.54,Estimated (Region),11414,2017-05-01,2,0.49999999999999994,-0.8660254037844387,1974.9463333333333,5.916666666666667,10057.0,4224.0,52725.1,10201.0,67566.01666666668
2017,5,Asia,Model X,14239,14773,93741.19,60,347,741.14,Official (Quarter),12993,2017-05-01,2,0.49999999999999994,-0.8660254037844387,1562.3531666666668,5.783333333333333,2885.0,249.0,52629.98,7077.0,79284.40999999999
2017,5,Asia,Model 3,7895,8081,71685.15,100,564,667.92,Estimated (Region),13456,2017-05-01,2,0.49999999999999994,-0.8660254037844387,716.8515,5.64,10795.0,5991.0,95825.55,9713.333333333334,88619.51333333335
2017,5,Middle East,Cybertruck,4695,4999,118625.81,75,415,292.26,Interpolated (Month),9224,2017-05-01,2,0.49999999999999994,-0.8660254037844387,1581.6774666666665,5.533333333333333,15689.0,10975.0,61712.49,11618.333333333334,74686.45
2017,5,Asia,Model Y,12468,14162,50850.97,100,583,1090.33,Official (Quarter),3622,2017-05-01,2,0.49999999999999994,-0.8660254037844387,508.5097,5.83,11278.0,9235.0,79159.61,8353.333333333334,93014.93
2017,6,Middle East,Cybertruck,12970,13984,54792.11,100,568,1105.04,Official (Quarter),14049,2017-06-01,2,1.2246467991473532e-16,-1.0,547.9211,5.68,4695.0,8191.0,118625.81,9525.0,92236.22666666667
2017,6,Europe,Model Y,11562,12777,97607.83,120,684,1186.26,Estimated (Region),3184,2017-06-01,2,1.2246467991473532e-16,-1.0,813.3985833333334,5.7,3928.0,9278.0,107198.97,7565.0,83941.23333333332
2017,6,North America,Model S,9078,10082,99318.81,82,468,637.28,Official (Quarter),7158,2017-06-01,2,1.2246467991473532e-16,-1.0,1211.205,5.7073170731707314,12601.0,9296.0,100009.69,11624.333333333334,90066.25666666667
2017,6,North America,Model X,6312,6933,117797.61,75,435,411.86,Interpolated (Month),3923,2017-06-01,2,1.2246467991473532e-16,-1.0,1570.6348,5.8,12138.0,4959.0,82320.13,6543.333333333333,69915.48000000001
2017,6,Middle East,Model S,11053,11464,65008.45,75,422,699.65,Official (Quarter),5970,2017-06-01,2,1.2246467991473532e-16,-1.0,866.7793333333333,5.626666666666667,11634.0,10076.0,78316.92,9122.0,89857.76
2017,6,North America,Cybertruck,16693,18316,68718.14,120,660,1652.61,Interpolated (Month),14580,2017-06-01,2,1.2246467991473532e-16,-1.0,572.6511666666667,5.5,7766.0,16322.0,118496.78,11381.666666666666,81795.11
2017,6,Asia,Cybertruck,7988,8226,111422.9,75,440,527.21,Estimated (Region),3164,2017-06-01,2,1.2246467991473532e-16,-1.0,1485.6386666666665,5.866666666666666,2895.0,11703.0,74707.1,6749.666666666667,62042.42333333334
2017,6,Europe,Model X,6329,6475,116131.54,60,352,334.17,Estimated (Region),13595,2017-06-01,2,1.2246467991473532e-16,-1.0,1935.5256666666667,5.866666666666666,8451.0,18358.0,50799.26,10184.0,88208.21333333333
2017,6,Asia,Model 3,8663,8673,80350.8,60,332,431.42,Official (Quarter),11980,2017-06-01,2,1.2246467991473532e-16,-1.0,1339.18,5.533333333333333,7895.0,12354.0,71685.15,10348.0,95396.92
2017,6,Asia,Model X,9474,9841,80408.23,120,703,999.03,Estimated (Region),3108,2017-06-01,2,1.2246467991473532e-16,-1.0,670.0685833333333,5.858333333333333,14239.0,18097.0,93741.19,11740.333333333334,79978.40000000001
2017,6,Middle East,Model 3,9731,10800,92471.22,82,478,697.71,Official (Quarter),3973,2017-06-01,2,1.2246467991473532e-16,-1.0,1127.6978048780488,5.829268292682927,7856.0,15936.0,73271.93,8962.666666666666,74667.54666666668
2017,6,Europe,Model 3,5509,6002,110626.69,82,489,404.09,Official (Quarter),4270,2017-06-01,2,1.2246467991473532e-16,-1.0,1349.1059756097561,5.963414634146342,5633.0,6659.0,101411.08,10065.666666666666,107193.60333333333
2017,6,Europe,Model S,15361,15939,97321.84,100,585,1347.93,Interpolated (Month),10320,2017-06-01,2,1.2246467991473532e-16,-1.0,973.2184,5.85,5599.0,5939.0,89345.1,5907.333333333333,90476.16333333333
2017,6,North America,Model Y,5984,6051,116599.63,100,564,506.25,Interpolated (Month),4104,2017-06-01,2,1.2246467991473532e-16,-1.0,1165.9963,5.64,13550.0,7534.0,110318.36,11704.666666666666,79144.55666666667
2017,6,Asia,Model Y,13304,14480,92930.42,120,698,1392.93,Official (Quarter),5904,2017-06-01,2,1.2246467991473532e-16,-1.0,774.4201666666667,5.816666666666666,12468.0,4547.0,50850.97,9431.0,81187.83333333333
2017,6,Middle East,Model X,7136,8154,108694.43,82,484,518.07,Interpolated (Month),12875,2017-06-01,2,1.2246467991473532e-16,-1.0,1325.5418292682925,5.902439024390244,3170.0,11422.0,94921.41,7293.666666666667,91354.86333333333
2017,6,Europe,Cybertruck,4694,5104,67717.11,120,687,483.72,Official (Quarter),14490,2017-06-01,2,1.2246467991473532e-16,-1.0,564.30925,5.725,8571.0,15491.0,85335.69,13368.666666666666,86610.26000000001
2017,6,Middle East,Model Y,10303,10612,93174.85,100,587,907.18,Official (Quarter),11855,2017-06-01,2,1.2246467991473532e-16,-1.0,931.7485,5.87,8560.0,13529.0,57096.1,9899.333333333334,70015.01666666666
2017,6,Asia,Model S,14497,14906,97072.23,60,359,780.66,Interpolated (Month),4222,2017-06-01,2,1.2246467991473532e-16,-1.0,1617.8705,5.983333333333333,11968.0,8283.0,77758.76,6889.0,83350.45666666667
2017,6,North America,Model 3,6303,6678,68499.34,60,336,317.67,Interpolated (Month),8796,2017-06-01,2,1.2246467991473532e-16,-1.0,1141.6556666666665,5.6,3987.0,16645.0,85622.34,9969.0,92178.21666666667
2017,7,Middle East,Model S,6325,7006,101268.07,60,345,327.32,Estimated (Region),4936,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,1687.8011666666669,5.75,11053.0,5656.0,65008.45,9447.666666666666,79912.89
2017,7,Middle East,Model Y,14085,14963,80026.1,120,692,1462.02,Estimated (Region),11357,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,666.8841666666667,5.766666666666667,10303.0,7609.0,93174.85,8824.0,82180.65
2017,7,Middle East,Model 3,7161,7274,65565.29,100,575,617.64,Estimated (Region),10293,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,655.6528999999999,5.75,9731.0,3096.0,92471.22,6894.333333333333,88542.21333333333
2017,7,Asia,Model 3,11311,11485,77491.15,100,577,978.97,Official (Quarter),9037,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,774.9114999999999,5.77,8663.0,10795.0,80350.8,9117.666666666666,82620.50000000001
2017,7,North America,Model X,7576,8078,95452.56,82,489,555.7,Interpolated (Month),3768,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,1164.0556097560975,5.963414634146342,6312.0,2533.0,117797.61,6994.333333333333,89229.28000000001
2017,7,Asia,Model Y,8745,9321,92738.27,60,334,438.12,Official (Quarter),11083,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,1545.6378333333334,5.566666666666666,13304.0,11278.0,92930.42,12350.0,74313.66666666667
2017,7,Europe,Model Y,5659,6096,87488.77,60,340,288.61,Official (Quarter),7245,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,1458.1461666666667,5.666666666666667,11562.0,9489.0,97607.83,8326.333333333334,89711.47000000002
2017,7,North America,Cybertruck,10101,10186,84376.7,82,489,740.91,Interpolated (Month),4264,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,1028.9841463414634,5.963414634146342,16693.0,10057.0,68718.14,11505.333333333334,79980.00666666667
2017,7,Middle East,Cybertruck,18353,20285,62018.57,60,345,949.77,Estimated (Region),7943,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,1033.6428333333333,5.75,12970.0,15689.0,54792.11,11118.0,78376.80333333333
2017,7,Asia,Model X,11469,12633,108653.59,100,592,1018.45,Estimated (Region),11980,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,1086.5358999999999,5.92,9474.0,2885.0,80408.23,8866.0,75593.13333333332
2017,7,Asia,Cybertruck,12222,12642,58228.59,82,457,837.82,Interpolated (Month),3023,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,710.1047560975609,5.573170731707317,7988.0,5651.0,111422.9,5511.333333333333,78744.39
2017,7,North America,Model Y,16877,18964,70466.82,120,686,1736.64,Interpolated (Month),3262,2017-07-01,3,-0.4999999999999997,-0.8660254037844388,587.2235000000001,5.716666666666667,5984.0,14030.0,116599.63,11188.0,97915.30333333334
